Date,Open,High,Low,Close,Volume
01/05/2024 16:00:00,164.3,167.12,163.09,163.86,33493151
02/05/2024 16:00:00,164.79,166.73,163.89,166.62,24294549
03/05/2024 16:00:00,167.56,167.96,163.05,167.24,34662432
06/05/2024 16:00:00,167.46,168.14,166.03,168.1,21871283
07/05/2024 16:00:00,168.5,171.76,168.39,171.25,28039696
08/05/2024 16:00:00,169,170.15,168.74,169.38,19569146
09/05/2024 16:00:00,169.39,170.69,168.18,169.96,15346700
10/05/2024 16:00:00,168.03,169.85,166.19,168.65,29799931
13/05/2024 16:00:00,164.26,169.28,164,169.14,31327602
14/05/2024 16:00:00,169.77,171.25,168.8,170.34,25127138
15/05/2024 16:00:00,170.63,172.65,170.51,172.51,26948370
16/05/2024 16:00:00,173.29,175.12,172.69,174.18,27867947
17/05/2024 16:00:00,174.18,176.27,173.69,176.06,24479262
20/05/2024 16:00:00,176.19,178.77,176.08,176.92,22554400
21/05/2024 16:00:00,176.9,178.15,175.81,177.85,16989369
22/05/2024 16:00:00,176.64,177.15,175.21,176.38,17880042
23/05/2024 16:00:00,177.07,178.25,172.95,173.55,21024935
24/05/2024 16:00:00,174.98,175.77,173.65,174.99,16579438
28/05/2024 16:00:00,174.45,177.27,174.37,176.4,20572157
29/05/2024 16:00:00,175.43,176.84,174.72,175.9,23388693
30/05/2024 16:00:00,175.2,175.22,171.79,172.11,22958677
31/05/2024 16:00:00,171.86,173.06,169.44,172.5,37638876
03/06/2024 16:00:00,172.54,174.53,171.16,173.17,27459118
04/06/2024 16:00:00,173.28,173.85,171.89,173.79,26879596
05/06/2024 16:00:00,175.2,176.65,173.93,175.41,22068519
06/06/2024 16:00:00,175.9,177.15,175.75,176.73,23251013
07/06/2024 16:00:00,177.05,177.87,174.3,174.46,19661399
10/06/2024 16:00:00,174.97,177.06,172.76,175.01,23779218
11/06/2024 16:00:00,176.22,176.84,173.77,176.62,21540582
12/06/2024 16:00:00,178.25,180.41,176.11,177.79,27864737
13/06/2024 16:00:00,176.11,176.74,174.88,175.16,20913299
14/06/2024 16:00:00,174.22,177.06,174.15,176.79,18063555
17/06/2024 16:00:00,175.46,178.36,174.81,177.24,19618497
18/06/2024 16:00:00,177.14,177.39,174.1,175.09,21869857
20/06/2024 16:00:00,175.37,177.29,174.99,176.3,20160085
21/06/2024 16:00:00,177,180.85,176.61,179.63,58582743
24/06/2024 16:00:00,180.16,180.89,178.67,179.22,18298012
25/06/2024 16:00:00,179.62,184.29,179.42,184.03,23235589
26/06/2024 16:00:00,182.63,184.51,182.48,183.88,19838972
27/06/2024 16:00:00,184.18,186.05,184.02,185.41,18848884
28/06/2024 16:00:00,184.32,185.13,181.96,182.15,29156644
01/07/2024 16:00:00,183.03,183.88,181.3,182.99,16006128
02/07/2024 16:00:00,182.05,185.57,181.56,185.24,17372485
03/07/2024 13:05:00,184.85,186.09,184,185.82,10242126
05/07/2024 16:00:00,185.86,190.86,185.8,190.6,20967450
08/07/2024 16:00:00,189.9,190.17,187.78,189.03,21035886
09/07/2024 16:00:00,190.31,191.36,188.72,188.98,15141312
10/07/2024 16:00:00,189.15,191.75,189.03,191.18,15952454
11/07/2024 16:00:00,189.85,190.86,185.08,185.57,25625784
12/07/2024 16:00:00,185.08,187.11,184.49,185.07,22898406
15/07/2024 16:00:00,184.92,188.24,184.92,186.53,16474043
16/07/2024 16:00:00,187.36,188.68,183.37,183.92,18290722
17/07/2024 16:00:00,182.97,183.55,179.9,181.02,20734071
18/07/2024 16:00:00,181.93,182.5,176.47,177.69,25315727
19/07/2024 16:00:00,178.88,180.29,177.13,177.66,18881885
22/07/2024 16:00:00,180.59,182.7,180.23,181.67,24100345
23/07/2024 16:00:00,182.05,183.61,181.54,181.79,36352714
24/07/2024 16:00:00,173.6,176.19,171.82,172.63,49585203
25/07/2024 16:00:00,172.52,173.42,167.19,167.28,44851973
26/07/2024 16:00:00,167.15,168.09,164.06,167,41336886
29/07/2024 16:00:00,168.83,170.43,167.99,169.53,20293822
30/07/2024 16:00:00,170.24,171.23,168.44,170.29,18959686
31/07/2024 16:00:00,173.24,174.25,170.01,171.54,25729090
01/08/2024 16:00:00,170.25,174.05,168.88,170.76,24531392
02/08/2024 16:00:00,166.44,168.51,164.67,166.66,29130102
05/08/2024 16:00:00,155.5,164.43,154.93,159.25,53630673
06/08/2024 16:00:00,159.33,160.57,156.41,158.29,49004561
07/08/2024 16:00:00,161.25,162.98,158.47,158.94,25138573
08/08/2024 16:00:00,160.51,163.69,160.21,162.03,25578839
09/08/2024 16:00:00,160.01,163.79,159.06,163.67,28602285
12/08/2024 16:00:00,164.35,164.9,161.84,162.29,15895286
13/08/2024 16:00:00,163.41,164.73,162.97,164.16,18551690
14/08/2024 16:00:00,162.4,163.22,157.71,160.37,40591126
15/08/2024 16:00:00,160.5,161.64,159.61,161.3,31524252
16/08/2024 16:00:00,161.47,165.06,161.13,162.96,24208647
19/08/2024 16:00:00,165.28,166.69,164.26,166.67,22416185
20/08/2024 16:00:00,166.9,168.64,166.82,167.18,18341533
21/08/2024 16:00:00,165.15,166.85,164.67,165.85,22901997
22/08/2024 16:00:00,167.26,167.59,163.31,163.8,22493275
23/08/2024 16:00:00,164.72,166.18,163.83,165.62,13955741
26/08/2024 16:00:00,166.38,167.55,164.46,166.16,14190417
27/08/2024 16:00:00,165.84,166.44,164.46,164.68,11821941
28/08/2024 16:00:00,165.04,165.6,161.53,162.85,16407444
29/08/2024 16:00:00,164.31,165.97,160.25,161.78,19699767
30/08/2024 16:00:00,162.62,163.66,161.69,163.38,22123811
03/09/2024 16:00:00,161.72,161.85,156.48,157.36,38945301
04/09/2024 16:00:00,156.66,159,155.96,156.45,19353759
05/09/2024 16:00:00,156.3,159.45,155.98,157.24,18688747
06/09/2024 16:00:00,157.3,157.83,150.55,150.92,37912130
09/09/2024 16:00:00,152.51,153.4,147.22,148.71,39260451
10/09/2024 16:00:00,150.45,151.27,148.34,148.66,31118765
11/09/2024 16:00:00,149.92,151.5,147.52,151.16,29607693
